"Id","ID.pojazdu","Typ","Marka","Usterki","Cechy.szczególne"
98843466,2,"Rower",NA,NA,NA
98844455,1,"Rower",NA,NA,NA
98844455,2,"Samochód osobowy",NA,NA,NA
98844747,1,"Samochód osobowy",NA,NA,NA
98844747,2,"Rower",NA,NA,NA
98846272,1,"Rower",NA,NA,NA
98846272,2,"Samochód osobowy",NA,NA,NA
98846985,1,"Samochód osobowy",NA,NA,NA
98846985,2,"Rower",NA,NA,NA
98847029,1,"Rower",NA,NA,NA
98847029,2,"Samochód osobowy",NA,NA,NA
98847037,1,"Rower",NA,NA,NA
98847037,2,"Samochód osobowy",NA,NA,NA
98847557,1,"Rower",NA,NA,NA
98847557,2,"Samochód osobowy",NA,NA,NA
98848371,1,"Rower",NA,NA,NA
98848371,2,"Samochód osobowy",NA,NA,NA
98849003,1,"Samochód osobowy",NA,NA,NA
98849003,2,"Rower",NA,NA,NA
98849858,1,"Rower",NA,NA,NA
98849858,2,"Samochód osobowy",NA,NA,NA
98849901,1,"Rower",NA,NA,NA
98849901,2,"Samochód osobowy",NA,NA,NA
98850194,1,"Samochód osobowy",NA,NA,NA
98850194,2,"Rower",NA,NA,NA
98850508,1,"Rower",NA,NA,NA
98850508,2,"Samochód osobowy",NA,NA,NA
98853181,1,"Samochód osobowy",NA,NA,NA
98853181,2,"Rower",NA,NA,NA
98859565,1,"Samochód osobowy",NA,NA,NA
98859565,2,"Rower",NA,NA,NA
98860039,1,"Rower",NA,NA,NA
98860039,2,"Samochód osobowy",NA,NA,NA
98860897,1,"Rower",NA,NA,NA
98860897,2,"Samochód osobowy",NA,NA,NA
98861064,1,"Samochód osobowy",NA,NA,NA
98861064,2,"Rower",NA,NA,NA
98861411,1,"Rower",NA,NA,NA
98861411,2,"Samochód osobowy",NA,NA,NA
98861465,1,"Rower",NA,NA,NA
98861465,2,"Autobus komunikacji publicznej",NA,NA,NA
98862039,1,"Rower",NA,NA,NA
98862039,2,"Samochód osobowy",NA,NA,NA
98862586,1,"Samochód osobowy",NA,NA,NA
98862586,2,"Rower",NA,NA,NA
98862704,1,"Samochód osobowy",NA,NA,NA
98862704,2,"Rower",NA,NA,NA
98863179,1,"Rower",NA,NA,NA
98863179,2,"Rower",NA,NA,NA
98863179,3,"Rower",NA,NA,NA
98863179,4,"Samochód osobowy",NA,NA,NA
98863179,5,"Samochód osobowy",NA,NA,NA
98863294,1,"Samochód osobowy",NA,NA,NA
98863294,2,"Rower",NA,NA,NA
98863423,1,"Samochód osobowy",NA,NA,NA
98863423,2,"Rower",NA,NA,NA
98863465,1,"Samochód osobowy",NA,NA,NA
98863465,2,"Rower",NA,NA,NA
98863565,1,"Samochód osobowy",NA,NA,NA
98863565,2,"Rower",NA,NA,NA
98863645,1,"Rower",NA,NA,NA
98863886,1,"Rower",NA,NA,NA
98863886,2,"Samochód osobowy",NA,NA,NA
98869090,1,"Rower",NA,NA,NA
98869090,2,"Samochód osobowy",NA,NA,NA
98870472,1,"Rower",NA,NA,NA
98870472,2,"Samochód osobowy",NA,NA,NA
98871013,1,"Rower",NA,NA,NA
98871013,2,"Samochód osobowy",NA,NA,NA
98871435,1,"Samochód osobowy",NA,NA,NA
98871435,2,"Rower",NA,NA,NA
98871642,1,"Samochód osobowy",NA,NA,NA
98871642,2,"Rower",NA,NA,NA
98872153,1,"Rower",NA,NA,NA
98872153,2,"Samochód osobowy",NA,NA,NA
98872201,1,"Rower",NA,NA,NA
98872211,1,"Samochód osobowy",NA,NA,NA
98872211,2,"Rower",NA,NA,NA
98872607,1,"Rower",NA,NA,NA
98872607,2,"Samochód osobowy",NA,NA,NA
98873586,1,"Samochód osobowy",NA,NA,NA
98873586,2,"Rower",NA,NA,NA
98874985,1,"Rower",NA,NA,NA
98875157,1,"Samochód osobowy",NA,NA,NA
98875157,2,"Rower",NA,NA,NA
98876403,1,"Rower",NA,NA,NA
98876403,2,"Samochód osobowy",NA,NA,NA
98876577,1,"Samochód osobowy",NA,NA,NA
98876577,2,"Rower",NA,NA,NA
98878190,1,"Rower",NA,NA,NA
98878190,2,"Samochód osobowy",NA,NA,NA
98881111,1,"Samochód osobowy",NA,NA,NA
98881111,2,"Rower",NA,NA,NA
98881218,1,"Rower",NA,NA,NA
98881218,2,"Samochód osobowy",NA,NA,NA
98881251,1,"Autobus komunikacji publicznej",NA,NA,NA
98881251,2,"Rower",NA,NA,NA
98881931,1,"Rower",NA,NA,NA
98881931,2,"Samochód osobowy",NA,NA,NA
98882404,1,"Samochód osobowy",NA,NA,NA
98882404,2,"Rower",NA,NA,NA
98882528,1,"Rower",NA,NA,NA
98882528,2,"Samochód osobowy",NA,NA,NA
98882685,1,"Rower",NA,NA,NA
98882685,2,"Samochód osobowy",NA,NA,NA
98883252,1,"Rower",NA,NA,NA
98884329,1,"Samochód osobowy",NA,NA,NA
98884329,2,"Rower",NA,NA,NA
98884367,1,"Samochód osobowy",NA,NA,NA
98884367,2,"Rower",NA,NA,NA
98884813,1,"Rower",NA,NA,NA
98884813,2,"Samochód osobowy",NA,NA,NA
98885775,1,"Rower",NA,NA,NA
98885775,2,"Samochód osobowy",NA,NA,NA
98886014,1,"Rower",NA,NA,NA
98891803,1,"Samochód osobowy",NA,NA,NA
98891803,2,"Rower",NA,NA,NA
98891865,1,"Rower",NA,NA,NA
98891868,1,"Rower",NA,NA,NA
98892457,1,"Samochód osobowy",NA,NA,NA
98892457,2,"Rower",NA,NA,NA
98893009,1,"Rower",NA,NA,NA
98893009,2,"Samochód osobowy",NA,NA,NA
98893009,3,"Samochód osobowy",NA,NA,NA
98893885,1,"Samochód osobowy",NA,NA,NA
98893885,2,"Rower",NA,NA,NA
98896851,1,"Rower",NA,NA,NA
98897043,1,"Samochód ciężarowy DMC powyżej 3,5 T",NA,NA,NA
98897043,2,"Rower",NA,NA,NA
98904158,1,"Rower",NA,NA,NA
98904158,2,"Samochód osobowy",NA,NA,NA
98904348,1,"Rower",NA,NA,NA
98904348,2,"Samochód osobowy",NA,NA,NA
98904965,1,"Samochód osobowy",NA,NA,NA
98904965,2,"Rower",NA,NA,NA
98905242,1,"Rower",NA,NA,NA
98905242,2,"Samochód osobowy",NA,NA,NA
98905467,1,"Rower",NA,NA,NA
98905481,1,"Rower",NA,NA,NA
98905481,2,"Samochód osobowy",NA,NA,NA
98905934,1,"Rower",NA,NA,NA
98905970,1,"Samochód osobowy",NA,NA,NA
98905970,2,"Rower",NA,NA,NA
98906600,1,"Samochód osobowy",NA,NA,NA
98906600,2,"Rower",NA,NA,NA
98907135,1,"Rower",NA,NA,NA
98907135,2,"Autobus komunikacji publicznej",NA,NA,NA
98908265,1,"Samochód osobowy",NA,NA,NA
98908265,2,"Rower",NA,NA,NA
98909046,1,"Samochód osobowy",NA,NA,NA
98909046,2,"Rower",NA,NA,NA
98909533,1,"Samochód osobowy",NA,NA,NA
98909533,2,"Rower",NA,NA,NA
98910949,1,"Samochód osobowy",NA,NA,NA
98910949,2,"Rower",NA,NA,NA
98910983,1,"Rower",NA,NA,NA
98911891,1,"Samochód osobowy",NA,NA,NA
98911891,2,"Rower",NA,NA,NA
98912090,1,"Rower",NA,NA,NA
98912090,2,"Samochód osobowy",NA,NA,NA
98912432,1,"Rower",NA,NA,NA
98912432,2,"Rower",NA,NA,NA
98916167,1,"Samochód osobowy",NA,NA,NA
98916167,2,"Rower",NA,NA,NA
98916267,1,"Rower",NA,NA,NA
98916282,1,"Rower",NA,NA,NA
98916282,2,"Samochód osobowy",NA,NA,NA
98916355,1,"Rower",NA,NA,NA
98916355,2,"Rower",NA,NA,NA
98916964,1,"Rower",NA,NA,NA
98916964,2,"Samochód osobowy",NA,NA,NA
98918356,1,"Samochód osobowy",NA,NA,NA
98918356,2,"Rower",NA,NA,NA
98918356,3,"Samochód osobowy",NA,NA,NA
98918449,1,"Rower",NA,NA,NA
98918449,2,"Samochód osobowy",NA,NA,NA
98918450,1,"Samochód osobowy",NA,NA,NA
98918450,2,"Rower",NA,NA,NA
98919116,1,"Rower",NA,NA,NA
98919116,2,"Samochód osobowy",NA,NA,NA
98919289,1,"Samochód osobowy",NA,NA,NA
98919289,2,"Rower",NA,NA,NA
98919321,1,"Rower",NA,NA,NA
98919395,1,"Samochód osobowy",NA,NA,NA
98919395,2,"Rower",NA,NA,NA
98919864,1,"Samochód osobowy",NA,NA,NA
98919864,2,"Rower",NA,NA,NA
98919887,1,"Rower",NA,NA,NA
98919940,1,"Rower",NA,NA,NA
98919940,2,"Samochód osobowy",NA,NA,NA
98920845,1,"Samochód osobowy",NA,NA,NA
98920845,2,"Rower",NA,NA,NA
98920880,1,"Rower",NA,NA,NA
98920920,1,"Rower",NA,NA,NA
98920920,2,"Samochód osobowy",NA,NA,NA
98921292,1,"Rower",NA,NA,NA
98921311,1,"Rower",NA,NA,NA
98921311,2,"Samochód osobowy",NA,NA,NA
98921491,1,"Rower",NA,NA,NA
98921491,2,"Samochód osobowy",NA,NA,NA
98921579,1,"Rower",NA,NA,NA
98921579,2,"Samochód osobowy",NA,NA,NA
98921994,1,"Rower",NA,NA,NA
98921994,2,"Samochód osobowy",NA,NA,NA
98923228,1,"Rower",NA,NA,NA
98923358,1,"Samochód osobowy",NA,NA,NA
98923358,2,"Rower",NA,NA,NA
98923485,1,"Rower",NA,NA,NA
98923485,2,"Samochód ciężarowy DMC powyżej 3,5 T",NA,NA,NA
98923571,1,"Samochód osobowy",NA,NA,NA
98923571,2,"Rower",NA,NA,NA
98923593,1,"Rower",NA,NA,NA
98923593,2,"Pojazd nieustalony",NA,NA,NA
98923793,1,"Rower",NA,NA,NA
98923793,2,"Rower",NA,NA,NA
98923793,3,"Samochód osobowy",NA,NA,NA
98930299,1,"Rower",NA,NA,NA
98930299,2,"Samochód osobowy",NA,NA,NA
98930883,1,"Samochód osobowy",NA,NA,NA
98930883,2,"Rower",NA,NA,NA
98930961,1,"Rower",NA,NA,NA
98930961,2,"Samochód osobowy",NA,NA,NA
98931655,1,"Rower",NA,NA,NA
98931655,2,"Rower",NA,NA,NA
98931668,1,"Samochód osobowy",NA,NA,NA
98931668,2,"Rower",NA,NA,NA
98931767,1,"Rower",NA,NA,NA
98931767,2,"Samochód osobowy",NA,NA,NA
98932855,1,"Samochód osobowy",NA,NA,NA
98932855,2,"Rower",NA,NA,NA
98932872,1,"Samochód osobowy",NA,NA,NA
98932872,2,"Rower",NA,NA,NA
98933913,1,"Rower",NA,NA,NA
98933913,2,"Samochód osobowy",NA,NA,NA
98934297,1,"Rower",NA,NA,NA
98934339,1,"Rower",NA,NA,NA
98934339,2,"Samochód osobowy",NA,NA,NA
98934671,1,"Rower",NA,NA,NA
98934671,2,"Samochód osobowy",NA,NA,NA
98934691,1,"Rower",NA,NA,NA
98934691,2,"Samochód osobowy",NA,NA,NA
98934752,1,"Samochód osobowy",NA,NA,NA
98934752,2,"Rower",NA,NA,NA
98935130,1,"Samochód osobowy",NA,NA,NA
98935130,2,"Rower",NA,NA,NA
98936911,1,"Samochód osobowy",NA,NA,NA
98936911,2,"Rower",NA,NA,NA
98937347,1,"Rower",NA,NA,NA
98937405,1,"Rower",NA,NA,NA
98937405,2,"Samochód osobowy",NA,NA,NA
98937844,1,"Rower",NA,NA,NA
98937844,2,"Samochód osobowy",NA,NA,NA
98940903,1,"Rower",NA,NA,NA
98940903,2,"Rower",NA,NA,NA
98941486,1,"Rower",NA,NA,NA
98941486,2,"Rower",NA,NA,NA
98942961,1,"Rower",NA,NA,NA
98942961,2,"Samochód osobowy",NA,NA,NA
98943635,1,"Samochód osobowy",NA,NA,NA
98943635,2,"Rower",NA,NA,NA
98943752,1,"Rower",NA,NA,NA
98943752,2,"Samochód osobowy",NA,NA,NA
98946012,1,"Rower",NA,NA,NA
98946622,1,"Samochód osobowy",NA,NA,NA
98946622,2,"Rower",NA,NA,NA
98947820,1,"Rower",NA,NA,NA
98947820,2,"Samochód osobowy",NA,NA,NA
98949997,1,"Samochód osobowy",NA,NA,NA
98949997,2,"Rower",NA,NA,NA
98950085,1,"Rower",NA,NA,NA
98950085,2,"Samochód osobowy",NA,NA,NA
98950108,1,"Rower",NA,NA,NA
98950154,1,"Samochód osobowy",NA,NA,NA
98950154,2,"Rower",NA,NA,NA
98950405,1,"Samochód osobowy",NA,NA,NA
98950405,2,"Rower",NA,NA,NA
98950421,1,"Samochód osobowy",NA,NA,NA
98950421,2,"Rower",NA,NA,NA
98950446,1,"Samochód osobowy",NA,NA,NA
98950446,2,"Rower",NA,NA,NA
98950456,1,"Samochód osobowy",NA,NA,NA
98950456,2,"Rower",NA,NA,NA
98950575,1,"Samochód ciężarowy DMC powyżej 3,5 T",NA,NA,NA
98950575,2,"Rower",NA,NA,NA
98950846,1,"Samochód osobowy",NA,NA,NA
98950846,2,"Rower",NA,NA,NA
98951262,1,"Samochód osobowy",NA,NA,NA
98951262,2,"Rower",NA,NA,NA
98951546,1,"Rower",NA,NA,NA
98951546,2,"Samochód ciężarowy DMC powyżej 3,5 T",NA,NA,NA
98952022,1,"Rower",NA,NA,NA
98952036,1,"Rower",NA,NA,NA
98952036,2,"Samochód osobowy",NA,NA,NA
98952041,1,"Samochód osobowy",NA,NA,NA
98952041,2,"Rower",NA,NA,NA
98955125,1,"Samochód osobowy",NA,NA,NA
98955125,2,"Rower",NA,NA,NA
98955481,1,"Samochód osobowy",NA,NA,NA
98955481,2,"Rower",NA,NA,NA
98955507,1,"Rower",NA,NA,NA
98955507,2,"Samochód osobowy",NA,NA,NA
98964161,1,"Rower",NA,NA,NA
98964161,2,"Samochód osobowy",NA,NA,NA
98964295,1,"Samochód osobowy",NA,NA,NA
98964295,2,"Rower",NA,NA,NA
98964624,1,"Samochód osobowy",NA,NA,NA
98964624,2,"Rower",NA,NA,NA
98964666,1,"Samochód osobowy",NA,NA,NA
98964666,2,"Rower",NA,NA,NA
98964701,1,"Rower",NA,NA,NA
98964701,2,"Samochód osobowy",NA,NA,NA
98965151,1,"Rower",NA,NA,NA
98965151,2,"Samochód osobowy",NA,NA,NA
98965454,1,"Rower",NA,NA,NA
98965454,2,"Samochód osobowy",NA,NA,NA
98965601,1,"Samochód osobowy",NA,NA,NA
98965601,2,"Rower",NA,NA,NA
98965641,1,"Rower",NA,NA,NA
98965641,2,"Samochód osobowy",NA,NA,NA
98966810,1,"Rower",NA,NA,NA
98966810,2,"Samochód osobowy",NA,NA,NA
98969049,1,"Rower",NA,NA,NA
98969049,2,"Samochód osobowy",NA,NA,NA
98969280,1,"Rower",NA,NA,NA
98969507,1,"Rower",NA,NA,NA
98969507,2,"Samochód osobowy",NA,NA,NA
98969508,1,"Samochód osobowy",NA,NA,NA
98969508,2,"Rower",NA,NA,NA
98969581,1,"Samochód osobowy",NA,NA,NA
98969581,2,"Rower",NA,NA,NA
98970283,1,"Samochód osobowy",NA,NA,NA
98970283,2,"Rower",NA,NA,NA
98970413,1,"Rower",NA,NA,NA
98970413,2,"Samochód osobowy",NA,NA,NA
98970568,1,"Rower",NA,NA,NA
98970568,2,"Samochód osobowy",NA,NA,NA
98971880,1,"Rower",NA,NA,NA
98971880,2,"Samochód osobowy",NA,NA,NA
98971937,1,"Rower",NA,NA,NA
98971937,2,"Samochód osobowy",NA,NA,NA
98971969,1,"Samochód osobowy",NA,NA,NA
98971969,2,"Rower",NA,NA,NA
98972198,1,"Rower",NA,NA,NA
98972198,2,"Rower",NA,NA,NA
98972669,1,"Samochód osobowy",NA,NA,NA
98972669,2,"Rower",NA,NA,NA
98972860,1,"Samochód osobowy",NA,NA,NA
98972860,2,"Rower",NA,NA,NA
98973026,1,"Pojazd nieustalony",NA,NA,NA
98973026,2,"Rower",NA,NA,NA
98974346,1,"Rower",NA,NA,NA
98974346,2,"Samochód osobowy",NA,NA,NA
98974850,1,"Rower",NA,NA,NA
98975064,1,"Samochód osobowy",NA,NA,NA
98975064,2,"Rower",NA,NA,NA
98975258,1,"Rower",NA,NA,NA
98975258,2,"Pojazd nieustalony",NA,NA,NA
98976254,1,"Samochód osobowy",NA,NA,NA
98976254,2,"Rower",NA,NA,NA
98977014,1,"Pojazd nieustalony",NA,NA,NA
98977014,2,"Rower",NA,NA,NA
98977325,1,"Rower",NA,NA,NA
98977325,2,"Samochód osobowy",NA,NA,NA
98977802,1,"Rower",NA,NA,NA
98977802,2,"Samochód osobowy",NA,NA,NA
98977803,1,"Samochód osobowy",NA,NA,NA
98977803,2,"Rower",NA,NA,NA
98981895,1,"Samochód ciężarowy DMC powyżej 3,5 T",NA,NA,NA
98981895,2,"Rower",NA,NA,NA
98982095,1,"Samochód osobowy",NA,NA,NA
98982095,2,"Rower",NA,NA,NA
98982763,1,"Rower",NA,NA,NA
98982763,2,"Samochód osobowy",NA,NA,NA
98982793,1,"Samochód osobowy",NA,NA,NA
98982793,2,"Rower",NA,NA,NA
98986978,1,"Rower",NA,NA,NA
98986978,2,"Samochód osobowy",NA,NA,NA
98987538,1,"Samochód osobowy",NA,NA,NA
98987538,2,"Rower",NA,NA,NA
98987756,1,"Rower",NA,NA,NA
98988951,1,"Rower",NA,NA,NA
98988951,2,"Samochód osobowy",NA,NA,NA
98989277,1,"Rower",NA,NA,NA
98989277,2,"Rower",NA,NA,NA
98990289,1,"Samochód osobowy",NA,NA,NA
98990289,2,"Rower",NA,NA,NA
98991891,1,"Rower",NA,NA,NA
98991891,2,"Samochód osobowy",NA,NA,NA
98992158,1,"Rower",NA,NA,NA
98992158,2,"Samochód osobowy",NA,NA,NA
98993294,1,"Rower",NA,NA,NA
98993294,2,"Samochód osobowy",NA,NA,NA
98993517,1,"Rower",NA,NA,NA
98993584,1,"Rower",NA,NA,NA
98993692,1,"Rower",NA,NA,NA
98993692,2,"Samochód osobowy",NA,NA,NA
98995342,1,"Samochód osobowy",NA,NA,NA
98995342,2,"Motocykl inny",NA,NA,NA
98995342,3,"Rower",NA,NA,NA
98995342,4,"Samochód osobowy",NA,NA,NA
98995390,1,"Samochód osobowy",NA,NA,NA
98995390,2,"Rower",NA,NA,NA
98995409,1,"Samochód osobowy",NA,NA,NA
98995409,2,"Rower",NA,NA,NA
98995795,1,"Rower",NA,NA,NA
98995795,2,"Samochód osobowy",NA,NA,NA
99000312,1,"Rower",NA,NA,NA
99000312,2,"Samochód osobowy",NA,NA,NA
99000769,1,"Samochód osobowy",NA,NA,NA
99000769,2,"Rower",NA,NA,NA
99000941,1,"Rower",NA,NA,NA
99000941,2,"Samochód osobowy",NA,NA,NA
99000997,1,"Samochód osobowy",NA,NA,NA
99000997,2,"Rower",NA,NA,NA
99001098,1,"Samochód osobowy",NA,NA,NA
99001098,2,"Rower",NA,NA,NA
99001258,1,"Samochód osobowy",NA,NA,NA
99001258,2,"Rower",NA,NA,NA
99002242,1,"Samochód osobowy",NA,NA,NA
99002242,2,"Rower",NA,NA,NA
99002289,1,"Samochód osobowy",NA,NA,NA
99002289,2,"Rower",NA,NA,NA
99002550,1,"Samochód osobowy",NA,NA,NA
99002550,2,"Rower",NA,NA,NA
99002592,1,"Rower",NA,NA,NA
99002592,2,"Samochód osobowy",NA,NA,NA
99002664,1,"Samochód osobowy",NA,NA,NA
99002664,2,"Rower",NA,NA,NA
99002875,1,"Samochód osobowy",NA,NA,NA
99002875,2,"Rower",NA,NA,NA
99003000,1,"Rower",NA,NA,NA
99003000,2,"Samochód osobowy",NA,NA,NA
99003023,1,"Samochód ciężarowy DMC powyżej 3,5 T",NA,NA,NA
99003023,2,"Rower",NA,NA,NA
99003123,1,"Rower",NA,NA,NA
99003123,2,"Samochód osobowy",NA,NA,NA
99003145,1,"Rower",NA,NA,NA
99003145,2,"Samochód osobowy",NA,NA,NA
99003265,1,"Rower",NA,NA,NA
99003265,2,"Samochód osobowy",NA,NA,NA
99003323,1,"Rower",NA,NA,NA
99003323,2,"Pojazd nieustalony",NA,NA,NA
99003603,1,"Samochód osobowy",NA,NA,NA
99003603,2,"Rower",NA,NA,NA
99003640,1,"Samochód osobowy",NA,NA,NA
99003640,2,"Rower",NA,NA,NA
99003675,1,"Samochód osobowy",NA,NA,NA
99003675,2,"Rower",NA,NA,NA
99004005,1,"Rower",NA,NA,NA
99004005,2,"Samochód osobowy",NA,NA,NA
99004048,1,"Samochód osobowy",NA,NA,NA
99004048,2,"Rower",NA,NA,NA
99004189,1,"Samochód osobowy",NA,NA,NA
99004189,2,"Rower",NA,NA,NA
99004304,1,"Samochód osobowy",NA,NA,NA
99004304,2,"Rower",NA,NA,NA
99004312,1,"Rower",NA,NA,NA
99004312,2,"Samochód osobowy",NA,NA,NA
99004614,1,"Rower",NA,NA,NA
