"Id","ID.pojazdu","Typ","Marka","Usterki","Cechy.szczególne"
96867527,2,"Samochód ciężarowy DMC powyżej 3,5 T",NA,NA,NA
96868326,1,"Rower",NA,NA,NA
96868326,2,"Samochód osobowy",NA,NA,NA
96874855,1,"Rower",NA,NA,NA
96874855,2,"Samochód osobowy",NA,NA,NA
96875899,1,"Rower",NA,NA,NA
96875899,2,"Samochód osobowy",NA,NA,NA
96875969,1,"Rower",NA,NA,NA
96875969,2,"Rower",NA,NA,NA
96875969,3,"Samochód osobowy",NA,NA,NA
96876222,1,"Rower",NA,NA,NA
96876222,2,"Samochód osobowy",NA,NA,NA
96876497,1,"Rower",NA,NA,NA
96876497,2,"Samochód osobowy",NA,NA,NA
96876506,1,"Samochód osobowy",NA,NA,NA
96876506,2,"Rower",NA,NA,NA
96876980,1,"Rower",NA,NA,NA
96876980,2,"Samochód ciężarowy DMC powyżej 3,5 T",NA,NA,NA
96876994,1,"Rower",NA,NA,NA
96876994,2,"Rower",NA,NA,NA
96877086,1,"Rower",NA,NA,NA
96877086,2,"Samochód osobowy",NA,NA,NA
96877125,1,"Samochód osobowy",NA,NA,NA
96877125,2,"Rower",NA,NA,NA
96877979,1,"Rower",NA,NA,NA
96878526,1,"Rower",NA,NA,NA
96879504,1,"Rower",NA,NA,NA
96881851,1,"Rower",NA,NA,NA
96881851,2,"Samochód ciężarowy DMC powyżej 3,5 T",NA,NA,NA
96884447,1,"Rower",NA,NA,NA
96884447,2,"Samochód osobowy",NA,NA,NA
96892421,1,"Motorower",NA,NA,NA
96892421,2,"Rower",NA,NA,NA
96893447,1,"Samochód osobowy",NA,NA,NA
96893447,2,"Rower",NA,NA,NA
96893449,1,"Rower",NA,NA,NA
96893449,2,"Autobus inny",NA,NA,NA
96893482,1,"Rower",NA,NA,NA
96893482,2,"Samochód osobowy",NA,NA,NA
96893540,1,"Rower",NA,NA,NA
96893615,1,"Rower",NA,NA,NA
96893615,2,"Samochód osobowy",NA,NA,NA
96900508,1,"Rower",NA,NA,NA
96900508,2,"Samochód ciężarowy DMC powyżej 3,5 T",NA,NA,NA
96900527,1,"Rower",NA,NA,NA
96900527,2,"Samochód osobowy",NA,NA,NA
96900592,1,"Samochód osobowy",NA,NA,NA
96900592,2,"Rower",NA,NA,NA
96901458,1,"Rower",NA,NA,NA
96901458,2,"Rower",NA,NA,NA
96902503,1,"Rower",NA,NA,NA
96902503,2,"Samochód osobowy",NA,NA,NA
96902505,1,"Samochód osobowy",NA,NA,NA
96902505,2,"Rower",NA,NA,NA
96902723,1,"Samochód osobowy",NA,NA,NA
96902723,2,"Rower",NA,NA,NA
96903543,1,"Samochód osobowy",NA,NA,NA
96903543,2,"Rower",NA,NA,NA
96903593,1,"Rower",NA,NA,NA
96903593,2,"Samochód osobowy",NA,NA,NA
96904928,1,"Samochód osobowy",NA,NA,NA
96904928,2,"Rower",NA,NA,NA
96905161,1,"Rower",NA,NA,NA
96905161,2,"Pojazd nieustalony",NA,NA,NA
96905178,1,"Samochód osobowy",NA,NA,NA
96905178,2,"Rower",NA,NA,NA
96905223,1,"Samochód osobowy",NA,NA,NA
96905223,2,"Rower",NA,NA,NA
96905291,1,"Samochód osobowy",NA,NA,NA
96905291,2,"Rower",NA,NA,NA
96905600,1,"Samochód osobowy",NA,NA,NA
96905600,2,"Rower",NA,NA,NA
96905963,1,"Rower",NA,NA,NA
96905963,2,"Autobus inny",NA,NA,NA
96905996,1,"Rower",NA,NA,NA
96905996,2,"Samochód ciężarowy DMC powyżej 3,5 T",NA,NA,NA
96906728,1,"Samochód osobowy",NA,NA,NA
96906728,2,"Rower",NA,NA,NA
96906995,1,"Rower",NA,NA,NA
96906995,2,"Samochód osobowy",NA,NA,NA
96907526,1,"Samochód osobowy",NA,NA,NA
96907526,2,"Rower",NA,NA,NA
96908875,1,"Rower",NA,NA,NA
96908875,2,"Samochód osobowy",NA,NA,NA
96909212,1,"Samochód osobowy",NA,NA,NA
96909212,2,"Rower",NA,NA,NA
96909272,1,"Rower",NA,NA,NA
96909272,2,"Samochód osobowy",NA,NA,NA
96909499,1,"Rower",NA,NA,NA
96909499,2,"Samochód osobowy",NA,NA,NA
96909554,1,"Samochód osobowy",NA,NA,NA
96909554,2,"Rower",NA,NA,NA
96910583,1,"Rower",NA,NA,NA
96910583,2,"Samochód osobowy",NA,NA,NA
96912866,1,"Motorower",NA,NA,NA
96912866,2,"Rower",NA,NA,NA
96915538,1,"Rower",NA,NA,NA
96915538,2,"Samochód osobowy",NA,NA,NA
96917437,1,"Samochód osobowy",NA,NA,NA
96917437,2,"Rower",NA,NA,NA
96919445,1,"Rower",NA,NA,NA
96919445,2,"Samochód ciężarowy DMC powyżej 3,5 T",NA,NA,NA
96919493,1,"Rower",NA,NA,NA
96919493,2,"Samochód osobowy",NA,NA,NA
96921769,1,"Samochód osobowy",NA,NA,NA
96921769,2,"Rower",NA,NA,NA
96924909,1,"Rower",NA,NA,NA
96924909,2,"Samochód osobowy",NA,NA,NA
96924940,1,"Rower",NA,NA,NA
96924940,2,"Motocykl inny",NA,NA,NA
96944242,1,"Rower",NA,NA,NA
96944242,2,"Samochód osobowy",NA,NA,NA
96944741,1,"Samochód ciężarowy DMC powyżej 3,5 T",NA,NA,NA
96944741,2,"Rower",NA,NA,NA
96944894,1,"Samochód osobowy",NA,NA,NA
96944894,2,"Rower",NA,NA,NA
96945527,1,"Rower",NA,NA,NA
96945527,2,"Samochód osobowy",NA,NA,NA
96946408,1,"Rower",NA,NA,NA
96946408,2,"Samochód osobowy",NA,NA,NA
96949463,1,"Rower",NA,NA,NA
96949463,2,"Samochód osobowy",NA,NA,NA
96951485,1,"Samochód osobowy",NA,NA,NA
96951485,2,"Rower",NA,NA,NA
96952685,1,"Rower",NA,NA,NA
96952685,2,"Samochód osobowy",NA,NA,NA
96953509,1,"Samochód osobowy",NA,NA,NA
96953509,2,"Rower",NA,NA,NA
96959521,1,"Samochód osobowy",NA,NA,NA
96959521,2,"Rower",NA,NA,NA
96959526,1,"Samochód osobowy",NA,NA,NA
96959526,2,"Rower",NA,NA,NA
96959590,1,"Rower",NA,NA,NA
96959595,1,"Rower",NA,NA,NA
96959595,2,"Samochód osobowy",NA,NA,NA
96959806,1,"Rower",NA,NA,NA
96959806,2,"Samochód osobowy",NA,NA,NA
96959900,1,"Rower",NA,NA,NA
96959900,2,"Samochód osobowy",NA,NA,NA
96959983,1,"Rower",NA,NA,NA
96959983,2,"Motocykl inny",NA,NA,NA
96960132,1,"Rower",NA,NA,NA
96960132,2,"Samochód ciężarowy DMC powyżej 3,5 T",NA,NA,NA
96960199,1,"Rower",NA,NA,NA
96960199,2,"Samochód osobowy",NA,NA,NA
96977665,1,"Samochód osobowy",NA,NA,NA
96977665,2,"Rower",NA,NA,NA
96977718,1,"Rower",NA,NA,NA
96977718,2,"Samochód osobowy",NA,NA,NA
96978011,1,"Rower",NA,NA,NA
96978011,2,"Samochód osobowy",NA,NA,NA
96978071,1,"Rower",NA,NA,NA
96978071,2,"Samochód osobowy",NA,NA,NA
96978211,1,"Samochód osobowy",NA,NA,NA
96978211,2,"Rower",NA,NA,NA
96978838,1,"Autobus komunikacji publicznej",NA,NA,NA
96978838,2,"Rower",NA,NA,NA
96978884,1,"Samochód osobowy",NA,NA,NA
96978884,2,"Rower",NA,NA,NA
96979847,1,"Rower",NA,NA,NA
96979847,2,"Samochód osobowy",NA,NA,NA
96980205,1,"Samochód osobowy",NA,NA,NA
96980205,2,"Rower",NA,NA,NA
96981611,1,"Rower",NA,NA,NA
96981611,2,"Samochód osobowy",NA,NA,NA
96982863,1,"Rower",NA,NA,NA
96982863,2,"Samochód osobowy",NA,NA,NA
96983111,1,"Samochód osobowy",NA,NA,NA
96983111,2,"Rower",NA,NA,NA
96983113,1,"Rower",NA,NA,NA
96983113,2,"Samochód osobowy",NA,NA,NA
96983116,1,"Rower",NA,NA,NA
96983116,2,"Samochód osobowy",NA,NA,NA
96983142,1,"Samochód osobowy",NA,NA,NA
96983142,2,"Rower",NA,NA,NA
96983485,1,"Rower",NA,NA,NA
96983485,2,"Samochód osobowy",NA,NA,NA
96987518,1,"Samochód osobowy",NA,NA,NA
96987518,2,"Rower",NA,NA,NA
96992580,1,"Rower",NA,NA,NA
96992580,2,"Samochód osobowy",NA,NA,NA
96992826,1,"Rower",NA,NA,NA
96992826,2,"Samochód osobowy",NA,NA,NA
96993047,1,"Rower",NA,NA,NA
96993047,2,"Rower",NA,NA,NA
96993166,1,"Samochód osobowy",NA,NA,NA
96993166,2,"Rower",NA,NA,NA
96994341,1,"Rower",NA,NA,NA
96994341,2,"Samochód osobowy",NA,NA,NA
96994446,1,"Rower",NA,NA,NA
96994446,2,"Samochód osobowy",NA,NA,NA
96994464,1,"Samochód osobowy",NA,NA,NA
96994464,2,"Rower",NA,NA,NA
96995449,1,"Rower",NA,NA,NA
96995449,2,"Samochód osobowy",NA,NA,NA
96999109,1,"Rower",NA,NA,NA
96999109,2,"Rower",NA,NA,NA
