"Id","ID.pojazdu","Typ","Marka","Usterki","Cechy.szczególne"
98218122,2,"Rower",NA,NA,NA
98218589,1,"Rower",NA,NA,NA
98218589,2,"Samochód osobowy",NA,NA,NA
98218965,1,"Samochód osobowy",NA,NA,NA
98218965,2,"Samochód osobowy",NA,NA,NA
98218965,3,"Rower",NA,NA,NA
98219007,1,"Rower",NA,NA,NA
98219019,1,"Samochód osobowy",NA,NA,NA
98219019,2,"Rower",NA,NA,NA
98219085,1,"Rower",NA,NA,NA
98219625,1,"Rower",NA,NA,NA
98219625,2,"Samochód osobowy",NA,NA,NA
98219639,1,"Rower",NA,NA,NA
98219639,2,"Samochód osobowy",NA,NA,NA
98219708,1,"Samochód osobowy",NA,NA,NA
98219708,2,"Rower",NA,NA,NA
98220688,1,"Rower",NA,NA,NA
98220688,2,"Rower",NA,NA,NA
98220688,3,"Samochód ciężarowy DMC powyżej 3,5 T",NA,NA,NA
98221273,1,"Samochód osobowy",NA,NA,NA
98221273,2,"Rower",NA,NA,NA
98221275,1,"Samochód osobowy",NA,NA,NA
98221275,2,"Rower",NA,NA,NA
98222090,1,"Rower",NA,NA,NA
98222090,2,"Samochód osobowy",NA,NA,NA
98222101,1,"Rower",NA,NA,NA
98222101,2,"Samochód osobowy",NA,NA,NA
98222530,1,"Samochód osobowy",NA,NA,NA
98222530,2,"Rower",NA,NA,NA
98222827,1,"Samochód osobowy",NA,NA,NA
98222827,2,"Rower",NA,NA,NA
98222893,1,"Samochód osobowy",NA,NA,NA
98222893,2,"Rower",NA,NA,NA
98223185,1,"Samochód osobowy",NA,NA,NA
98223185,2,"Rower",NA,NA,NA
98223281,1,"Samochód osobowy",NA,NA,NA
98223281,2,"Rower",NA,NA,NA
98223893,1,"Samochód osobowy",NA,NA,NA
98223893,2,"Rower",NA,NA,NA
98224131,1,"Rower",NA,NA,NA
98224131,2,"Samochód osobowy",NA,NA,NA
98224509,1,"Samochód osobowy",NA,NA,NA
98224509,2,"Rower",NA,NA,NA
98225689,1,"Samochód ciężarowy DMC powyżej 3,5 T",NA,NA,NA
98225689,2,"Rower",NA,NA,NA
98225748,1,"Samochód osobowy",NA,NA,NA
98225748,2,"Rower",NA,NA,NA
98225788,1,"Samochód osobowy",NA,NA,NA
98225788,2,"Rower",NA,NA,NA
98225851,1,"Samochód osobowy",NA,NA,NA
98225851,2,"Rower",NA,NA,NA
98225900,1,"Samochód osobowy",NA,NA,NA
98225900,2,"Rower",NA,NA,NA
98227843,1,"Samochód osobowy",NA,NA,NA
98227843,2,"Rower",NA,NA,NA
98228578,1,"Rower",NA,NA,NA
98228578,2,"Samochód osobowy",NA,NA,NA
98228598,1,"Rower",NA,NA,NA
98228598,2,"Samochód osobowy",NA,NA,NA
98231242,1,"Rower",NA,NA,NA
98232113,1,"Rower",NA,NA,NA
98232113,2,"Samochód osobowy",NA,NA,NA
98234021,1,"Rower",NA,NA,NA
98234021,2,"Samochód osobowy",NA,NA,NA
98234459,1,"Samochód osobowy",NA,NA,NA
98234459,2,"Rower",NA,NA,NA
98234590,1,"Samochód osobowy",NA,NA,NA
98234590,2,"Rower",NA,NA,NA
98234695,1,"Samochód osobowy",NA,NA,NA
98234695,2,"Rower",NA,NA,NA
98237193,1,"Samochód osobowy",NA,NA,NA
98237193,2,"Rower",NA,NA,NA
98237960,1,"Samochód osobowy",NA,NA,NA
98237960,2,"Rower",NA,NA,NA
98238357,1,"Samochód osobowy",NA,NA,NA
98238357,2,"Rower",NA,NA,NA
98238769,1,"Samochód osobowy",NA,NA,NA
98238769,2,"Rower",NA,NA,NA
98238860,1,"Samochód osobowy",NA,NA,NA
98238860,2,"Rower",NA,NA,NA
98238928,1,"Samochód osobowy",NA,NA,NA
98238928,2,"Rower",NA,NA,NA
98239079,1,"Samochód osobowy",NA,NA,NA
98239079,2,"Rower",NA,NA,NA
98239107,1,"Rower",NA,NA,NA
98239107,2,"Samochód osobowy",NA,NA,NA
98242251,1,"Samochód osobowy",NA,NA,NA
98242251,2,"Rower",NA,NA,NA
98242308,1,"Rower",NA,NA,NA
98242367,1,"Samochód osobowy",NA,NA,NA
98242367,2,"Rower",NA,NA,NA
98242748,1,"Samochód osobowy",NA,NA,NA
98242748,2,"Rower",NA,NA,NA
98243458,1,"Rower",NA,NA,NA
98243458,2,"Samochód osobowy",NA,NA,NA
98243587,1,"Rower",NA,NA,NA
98243587,2,"Samochód osobowy",NA,NA,NA
98243783,1,"Samochód osobowy",NA,NA,NA
98243783,2,"Rower",NA,NA,NA
98243925,1,"Samochód osobowy",NA,NA,NA
98243925,2,"Rower",NA,NA,NA
98243979,1,"Rower",NA,NA,NA
98243979,2,"Samochód osobowy",NA,NA,NA
98244048,1,"Rower",NA,NA,NA
98244048,2,"Samochód osobowy",NA,NA,NA
98244559,1,"Samochód osobowy",NA,NA,NA
98244559,2,"Rower",NA,NA,NA
98244724,1,"Rower",NA,NA,NA
98244724,2,"Samochód ciężarowy DMC powyżej 3,5 T",NA,NA,NA
98245063,1,"Rower",NA,NA,NA
98245063,2,"Samochód osobowy",NA,NA,NA
98245158,1,"Rower",NA,NA,NA
98245158,2,"Samochód osobowy",NA,NA,NA
98245249,1,"Samochód osobowy",NA,NA,NA
98245249,2,"Rower",NA,NA,NA
98245254,1,"Rower",NA,NA,NA
98245254,2,"Samochód osobowy",NA,NA,NA
98245729,1,"Samochód osobowy",NA,NA,NA
98245729,2,"Rower",NA,NA,NA
98246074,1,"Rower",NA,NA,NA
98246074,2,"Samochód osobowy",NA,NA,NA
98246599,1,"Rower",NA,NA,NA
98247516,1,"Samochód osobowy",NA,NA,NA
98247516,2,"Rower",NA,NA,NA
98248320,1,"Rower",NA,NA,NA
98248584,1,"Samochód osobowy",NA,NA,NA
98248584,2,"Rower",NA,NA,NA
98248690,1,"Rower",NA,NA,NA
98248690,2,"Samochód ciężarowy DMC powyżej 3,5 T",NA,NA,NA
98248961,1,"Samochód osobowy",NA,NA,NA
98248961,2,"Rower",NA,NA,NA
98249703,1,"Samochód osobowy",NA,NA,NA
98249703,2,"Rower",NA,NA,NA
98249988,1,"Samochód osobowy",NA,NA,NA
98249988,2,"Rower",NA,NA,NA
98250297,1,"Rower",NA,NA,NA
98250860,1,"Ciągnik rolniczy",NA,NA,NA
98250860,2,"Rower",NA,NA,NA
98250983,1,"Samochód osobowy",NA,NA,NA
98250983,2,"Rower",NA,NA,NA
98250997,1,"Rower",NA,NA,NA
98250997,2,"Samochód osobowy",NA,NA,NA
98251023,1,"Rower",NA,NA,NA
98251023,2,"Samochód osobowy",NA,NA,NA
98251181,1,"Samochód osobowy",NA,NA,NA
98251181,2,"Rower",NA,NA,NA
98251643,1,"Samochód osobowy",NA,NA,NA
98251643,2,"Rower",NA,NA,NA
98251677,1,"Samochód osobowy",NA,NA,NA
98251677,2,"Rower",NA,NA,NA
98251718,1,"Samochód osobowy",NA,NA,NA
98251718,2,"Rower",NA,NA,NA
98252183,1,"Samochód ciężarowy DMC powyżej 3,5 T",NA,NA,NA
98252183,2,"Rower",NA,NA,NA
98252224,1,"Rower",NA,NA,NA
98252224,2,"Samochód osobowy",NA,NA,NA
98252239,1,"Samochód osobowy",NA,NA,NA
98252239,2,"Rower",NA,NA,NA
98252298,1,"Rower",NA,NA,NA
98252520,1,"Rower",NA,NA,NA
98252520,2,"Samochód osobowy",NA,NA,NA
98252528,1,"Samochód osobowy",NA,NA,NA
98252528,2,"Rower",NA,NA,NA
98252533,1,"Samochód osobowy",NA,NA,NA
98252533,2,"Rower",NA,NA,NA
98252563,1,"Samochód osobowy",NA,NA,NA
98252563,2,"Rower",NA,NA,NA
98252570,1,"Rower",NA,NA,NA
98252862,1,"Rower",NA,NA,NA
98252862,2,"Samochód osobowy",NA,NA,NA
98252873,1,"Rower",NA,NA,NA
98252873,2,"Samochód osobowy",NA,NA,NA
98253326,1,"Rower",NA,NA,NA
98253326,2,"Samochód osobowy",NA,NA,NA
98253549,1,"Rower",NA,NA,NA
98253549,2,"Samochód osobowy",NA,NA,NA
98253697,1,"Rower",NA,NA,NA
98253697,2,"Samochód osobowy",NA,NA,NA
98254080,1,"Rower",NA,NA,NA
98254080,2,"Samochód osobowy",NA,NA,NA
98254186,1,"Samochód ciężarowy DMC powyżej 3,5 T",NA,NA,NA
98254186,2,"Rower",NA,NA,NA
98254354,1,"Rower",NA,NA,NA
98254354,2,"Samochód osobowy",NA,NA,NA
98254493,1,"Samochód osobowy",NA,NA,NA
98254493,2,"Rower",NA,NA,NA
98255528,1,"Samochód osobowy",NA,NA,NA
98255528,2,"Rower",NA,NA,NA
98255830,1,"Samochód osobowy",NA,NA,NA
98255830,2,"Rower",NA,NA,NA
98257408,1,"Rower",NA,NA,NA
98257408,2,"Samochód osobowy",NA,NA,NA
98257477,1,"Pojazd nieustalony",NA,NA,NA
98257477,2,"Rower",NA,NA,NA
98258193,1,"Samochód osobowy",NA,NA,NA
98258193,2,"Rower",NA,NA,NA
98259060,1,"Samochód osobowy",NA,NA,NA
98259060,2,"Rower",NA,NA,NA
98259424,1,"Samochód osobowy",NA,NA,NA
98259424,2,"Rower",NA,NA,NA
98260027,1,"Rower",NA,NA,NA
98260389,1,"Samochód ciężarowy DMC powyżej 3,5 T",NA,NA,NA
98260389,2,"Rower",NA,NA,NA
98260421,1,"Rower",NA,NA,NA
98260421,2,"Motorower",NA,NA,NA
98260763,1,"Samochód osobowy",NA,NA,NA
98260763,2,"Rower",NA,NA,NA
98260953,1,"Samochód osobowy",NA,NA,NA
98260953,2,"Rower",NA,NA,NA
98261236,1,"Rower",NA,NA,NA
98261236,2,"Motocykl inny",NA,NA,NA
98261261,1,"Rower",NA,NA,NA
98261261,2,"Samochód osobowy",NA,NA,NA
98262313,1,"Samochód osobowy",NA,NA,NA
98262313,2,"Rower",NA,NA,NA
98263321,1,"Samochód osobowy",NA,NA,NA
98263321,2,"Rower",NA,NA,NA
98263683,1,"Rower",NA,NA,NA
98263683,2,"Samochód osobowy",NA,NA,NA
98265052,1,"Samochód osobowy",NA,NA,NA
98265052,2,"Rower",NA,NA,NA
98265234,1,"Rower",NA,NA,NA
98265234,2,"Tramwaj, trolejbus",NA,NA,NA
98265413,1,"Rower",NA,NA,NA
98265413,2,"Rower",NA,NA,NA
98265475,1,"Rower",NA,NA,NA
98266526,1,"Rower",NA,NA,NA
98266526,2,"Samochód osobowy",NA,NA,NA
98268985,1,"Rower",NA,NA,NA
98269146,1,"Samochód osobowy",NA,NA,NA
98269146,2,"Rower",NA,NA,NA
98269146,3,"Samochód osobowy",NA,NA,NA
98269577,1,"Rower",NA,NA,NA
98270031,1,"Rower",NA,NA,NA
98270090,1,"Rower",NA,NA,NA
98270090,2,"Samochód osobowy",NA,NA,NA
98270838,1,"Rower",NA,NA,NA
98270838,2,"Samochód osobowy",NA,NA,NA
98270849,1,"Samochód osobowy",NA,NA,NA
98270849,2,"Rower",NA,NA,NA
98271261,1,"Rower",NA,NA,NA
98271261,2,"Samochód osobowy",NA,NA,NA
98271387,1,"Samochód osobowy",NA,NA,NA
98271387,2,"Rower",NA,NA,NA
98271776,1,"Rower",NA,NA,NA
98271776,2,"Samochód osobowy",NA,NA,NA
98271794,1,"Samochód osobowy",NA,NA,NA
98271794,2,"Rower",NA,NA,NA
98271907,1,"Samochód osobowy",NA,NA,NA
98271907,2,"Rower",NA,NA,NA
98272035,1,"Samochód osobowy",NA,NA,NA
98272035,2,"Rower",NA,NA,NA
98272094,1,"Samochód osobowy",NA,NA,NA
98272094,2,"Rower",NA,NA,NA
98272167,1,"Samochód osobowy",NA,NA,NA
98272167,2,"Rower",NA,NA,NA
98272464,1,"Rower",NA,NA,NA
98273526,1,"Samochód osobowy",NA,NA,NA
98273526,2,"Rower",NA,NA,NA
98273565,1,"Samochód osobowy",NA,NA,NA
98273565,2,"Rower",NA,NA,NA
98273586,1,"Pojazd nieustalony",NA,NA,NA
98273586,2,"Rower",NA,NA,NA
98273633,1,"Rower",NA,NA,NA
98273633,2,"Rower",NA,NA,NA
98273872,1,"Rower",NA,NA,NA
98273872,2,"Samochód osobowy",NA,NA,NA
98274213,1,"Samochód osobowy",NA,NA,NA
98274213,2,"Rower",NA,NA,NA
98274235,1,"Rower",NA,NA,NA
98274235,2,"Rower",NA,NA,NA
98274240,1,"Rower",NA,NA,NA
98274240,2,"Samochód osobowy",NA,NA,NA
98275051,1,"Rower",NA,NA,NA
98275051,2,"Samochód osobowy",NA,NA,NA
98275126,1,"Rower",NA,NA,NA
98275126,2,"Samochód osobowy",NA,NA,NA
98275162,1,"Samochód osobowy",NA,NA,NA
98275162,2,"Rower",NA,NA,NA
98276066,1,"Rower",NA,NA,NA
98276066,2,"Samochód osobowy",NA,NA,NA
98276366,1,"Rower",NA,NA,NA
98276366,2,"Samochód osobowy",NA,NA,NA
98277489,1,"Rower",NA,NA,NA
98277489,2,"Samochód osobowy",NA,NA,NA
98277597,1,"Samochód osobowy",NA,NA,NA
98277597,2,"Rower",NA,NA,NA
98278088,1,"Samochód osobowy",NA,NA,NA
98278088,2,"Rower",NA,NA,NA
98278114,1,"Samochód osobowy",NA,NA,NA
98278114,2,"Rower",NA,NA,NA
98278126,1,"Samochód osobowy",NA,NA,NA
98278126,2,"Rower",NA,NA,NA
98279017,1,"Samochód osobowy",NA,NA,NA
98279017,2,"Rower",NA,NA,NA
98279663,1,"Samochód osobowy",NA,NA,NA
98279663,2,"Rower",NA,NA,NA
98280223,1,"Samochód osobowy",NA,NA,NA
98280223,2,"Rower",NA,NA,NA
98280258,1,"Rower",NA,NA,NA
98280302,1,"Samochód osobowy",NA,NA,NA
98280302,2,"Rower",NA,NA,NA
98280701,1,"Rower",NA,NA,NA
98280905,1,"Rower",NA,NA,NA
98280905,2,"Samochód osobowy",NA,NA,NA
98281288,1,"Samochód osobowy",NA,NA,NA
98281288,2,"Rower",NA,NA,NA
98281388,1,"Samochód osobowy",NA,NA,NA
98281388,2,"Rower",NA,NA,NA
98281843,1,"Rower",NA,NA,NA
98281843,2,"Samochód osobowy",NA,NA,NA
98282185,1,"Rower",NA,NA,NA
98282573,1,"Samochód osobowy",NA,NA,NA
98282573,2,"Rower",NA,NA,NA
98282618,1,"Rower",NA,NA,NA
98282618,2,"Samochód osobowy",NA,NA,NA
98283196,1,"Rower",NA,NA,NA
98283196,2,"Rower",NA,NA,NA
98283440,1,"Samochód osobowy",NA,NA,NA
98283440,2,"Rower",NA,NA,NA
98283772,1,"Ciągnik rolniczy",NA,NA,NA
98283772,2,"Rower",NA,NA,NA
98283997,1,"Rower",NA,NA,NA
98283997,2,"Samochód osobowy",NA,NA,NA
98284299,1,"Samochód osobowy",NA,NA,NA
98284299,2,"Rower",NA,NA,NA
98284520,1,"Samochód osobowy",NA,NA,NA
98284520,2,"Rower",NA,NA,NA
98284760,1,"Rower",NA,NA,NA
98284760,2,"Samochód osobowy",NA,NA,NA
98284824,1,"Rower",NA,NA,NA
98284824,2,"Samochód osobowy",NA,NA,NA
98284876,1,"Rower",NA,NA,NA
98284876,2,"Samochód osobowy",NA,NA,NA
98284897,1,"Samochód osobowy",NA,NA,NA
98284897,2,"Rower",NA,NA,NA
98286416,1,"Rower",NA,NA,NA
98286416,2,"Samochód osobowy",NA,NA,NA
98288004,1,"Samochód osobowy",NA,NA,NA
98288004,2,"Rower",NA,NA,NA
98288196,1,"Samochód osobowy",NA,NA,NA
98288196,2,"Rower",NA,NA,NA
98288217,1,"Rower",NA,NA,NA
98288217,2,"Samochód osobowy",NA,NA,NA
98288226,1,"Samochód osobowy",NA,NA,NA
98288226,2,"Rower",NA,NA,NA
98288411,1,"Rower",NA,NA,NA
98288454,1,"Samochód osobowy",NA,NA,NA
98288454,2,"Rower",NA,NA,NA
98289425,1,"Rower",NA,NA,NA
98289425,2,"Samochód osobowy",NA,NA,NA
98289882,1,"Rower",NA,NA,NA
98289882,2,"Samochód osobowy",NA,NA,NA
98290969,1,"Samochód osobowy",NA,NA,NA
98290969,2,"Rower",NA,NA,NA
98292053,1,"Rower",NA,NA,NA
98292053,2,"Samochód osobowy",NA,NA,NA
98294237,1,"Samochód osobowy",NA,NA,NA
98294237,2,"Rower",NA,NA,NA
98294277,1,"Samochód osobowy",NA,NA,NA
98294277,2,"Rower",NA,NA,NA
98294381,1,"Samochód osobowy",NA,NA,NA
