"Id","Rodzaj zdarzenia","Województwo","Powiat","Gmina","Adres","Data","Godzina","Warunki oświetleniowe","Warunki pogodowe","Charakterystyka miejsca zdarzenia","Typ drogi","Ograniczenie prędkości","Typ nawierzchni","Stan nawierzchni","Geometria drogi","Sygnalizacja świetlna","Oznakowanie poziome","Rodzaj skrzyżowania","Teren zabudowany","Inne przyczyny zdarzenia"
97736391,"Zderzenie pojazdów boczne","POMORSKIE","POWIAT SOPOT","SOPOT - OBSZAR MIEJSKI","SOPOT 3 MAJA / SOBIESKIEGO","2013-02-06","15","Światło dzienne","Dobre warunki atmosferyczne","Jezdnia","Jednojezdniowa dwukierunkowa","50 km/h","Twarda","Sucha","Brak","Jest, działa","Jest","Z drogą z pierwsz.","Obszar zabudowany","Brak"
97737374,"Zderzenie pojazdów boczne","POMORSKIE","POWIAT GDYNIA","GDYNIA - OBSZAR MIEJSKI","GDYNIA CHYLOŃSKA 110","2013-04-09","09","Światło dzienne","Dobre warunki atmosferyczne","Jezdnia","Jednojezdniowa dwukierunkowa","50 km/h","Twarda","Sucha","Odcinek prosty","Brak","Jest","Brak","Obszar zabudowany","Brak"
97738873,"Zderzenie pojazdów boczne","POMORSKIE","POWIAT SOPOT","SOPOT - OBSZAR MIEJSKI","SOPOT KOCHANOWSKIEGO / ARMII KRAJOWEJ","2013-04-09","16","Światło dzienne","Dobre warunki atmosferyczne","Jezdnia","Jednojezdniowa dwukierunkowa","50 km/h","Twarda","Sucha","Brak","Brak","Jest","Z drogą z pierwsz.","Obszar zabudowany","Brak"
97739226,"Zderzenie pojazdów boczne","POMORSKIE","POWIAT PUCKI","PUCK - OBSZAR MIEJSKI","PUCK ARMII WOJSKA POLSKIEGO / PRZEBENDOWSKIEGO","2013-04-11","10","Światło dzienne","Dobre warunki atmosferyczne","Jezdnia","Jednojezdniowa dwukierunkowa","50 km/h","Twarda","Sucha","Brak","Brak","Jest","Z drogą z pierwsz.","Obszar zabudowany","Brak"
97739320,"Zderzenie pojazdów czołowe","POMORSKIE","POWIAT GDYNIA","GDYNIA - OBSZAR MIEJSKI","GDYNIA KCYŃSKA 8","2013-04-10","17","Światło dzienne","Dobre warunki atmosferyczne","Jezdnia","Jednojezdniowa dwukierunkowa","50 km/h","Twarda","Sucha","Odcinek prosty","Brak","Nie ma","Brak","Obszar zabudowany","Brak"
97739341,"Zderzenie pojazdów czołowe","POMORSKIE","POWIAT STAROGARDZKI","SKARSZEWY - OBSZAR MIEJSKI","SKARSZEWY DĘBOWA 38","2013-03-30","14","Światło dzienne","Opady śniegu, gradu","Jezdnia","Jednojezdniowa dwukierunkowa","50 km/h","Twarda","Oblodzona, zaśnieżona","Odcinek prosty","Brak","Nie ma","Brak","Obszar zabudowany","Brak"
97743294,"Zderzenie pojazdów boczne","POMORSKIE","POWIAT WEJHEROWSKI","REDA - OBSZAR MIEJSKI","REDA FENIKOWSKIEGO","2013-04-05","13","Światło dzienne","Dobre warunki atmosferyczne","Jezdnia","Jednojezdniowa dwukierunkowa","30 km/h","Twarda","Sucha","Odcinek prosty","Brak","Jest","Brak","Obszar zabudowany","Brak"
97744096,"Zderzenie pojazdów boczne","POMORSKIE","POWIAT GDAŃSK","GDAŃSK - OBSZAR MIEJSKI","GDAŃSK JAŚKOWA DOLINA 93","2013-04-11","09","Światło dzienne","Dobre warunki atmosferyczne","Jezdnia","Jednojezdniowa dwukierunkowa","50 km/h","Twarda","Sucha","Spadek","Brak","Jest","Brak","Obszar zabudowany","Brak"
97744576,"Zderzenie pojazdów tylne","POMORSKIE","POWIAT LĘBORSKI","CEWICE - OBSZAR WIEJSKI","SIEMIROWICE","2013-04-14","19","Światło dzienne","Dobre warunki atmosferyczne","Jezdnia","Jednojezdniowa dwukierunkowa","90 km/h","Twarda","Dziury, wyboje","Odcinek prosty","Brak","Nie ma","Brak","Obszar zabudowany","Brak"
97744691,"Najechanie na dziurę, wybój, garb","POMORSKIE","POWIAT CZŁUCHOWSKI","RZECZENICA - OBSZAR WIEJSKI","BREŃSK","2013-04-13","12","Światło dzienne","Dobre warunki atmosferyczne","Jezdnia","Jednojezdniowa dwukierunkowa","90 km/h","Twarda","Dziury, wyboje","Odcinek prosty","Brak","Jest","Brak","Obszar zabudowany","Nieustalone"
97745474,"Inne","POMORSKIE","POWIAT KWIDZYŃSKI","PRABUTY - OBSZAR MIEJSKI","PRABUTY 24","2013-04-16","10","Światło dzienne","Dobre warunki atmosferyczne","Przejście dla pieszych","Jednojezdniowa dwukierunkowa","50 km/h","Twarda","Sucha","Odcinek prosty","Brak","Nie ma","Brak","Obszar zabudowany","Brak"
97746144,"Zderzenie pojazdów boczne","POMORSKIE","POWIAT GDAŃSK","GDAŃSK - OBSZAR MIEJSKI","GDAŃSK OSIEK 18","2013-04-16","11","Światło dzienne","Dobre warunki atmosferyczne","Jezdnia","Jednokierunkowa","50 km/h","Twarda","Sucha","Odcinek prosty","Brak","Jest","Brak","Obszar zabudowany","Brak"
97748035,"Zderzenie pojazdów tylne","POMORSKIE","POWIAT WEJHEROWSKI","ŁĘCZYCE - OBSZAR WIEJSKI","WIELISTOWO","2013-04-15","05","Zmrok, świt","Dobre warunki atmosferyczne","Jezdnia","Jednojezdniowa dwukierunkowa","90 km/h","Twarda","Sucha","Odcinek prosty","Brak","Jest","Brak","Obszar zabudowany","Brak"
97748362,"Zderzenie pojazdów boczne","POMORSKIE","POWIAT GDYNIA","GDYNIA - OBSZAR MIEJSKI","GDYNIA STRZELCÓW / AL. ZWYCIĘSTWA","2013-04-21","12","Światło dzienne","Dobre warunki atmosferyczne","Droga dla rowerzystów","Jednojezdniowa dwukierunkowa","50 km/h","Twarda","Sucha","Brak","Jest, działa","Jest","Z drogą z pierwsz.","Obszar zabudowany","Brak"
97749542,"Zderzenie pojazdów boczne","POMORSKIE","POWIAT CHOJNICKI","CHOJNICE - OBSZAR MIEJSKI","CHOJNICE REYMONTA 8","2013-04-19","08","Światło dzienne","Dobre warunki atmosferyczne","Chodnik, droga dla pieszych","Jednojezdniowa dwukierunkowa","50 km/h","Twarda","Sucha","Odcinek prosty","Brak","Jest","Brak","Obszar zabudowany","Brak"
97749759,"Zderzenie pojazdów boczne","POMORSKIE","POWIAT CHOJNICKI","CHOJNICE - OBSZAR MIEJSKI","CHOJNICE WILLOWA / TUCHOLSKA","2013-04-16","18","Światło dzienne","Pochmurno","Pobocze","Jednojezdniowa dwukierunkowa","50 km/h","Twarda","Sucha","Brak","Brak","Jest","Z drogą z pierwsz.","Obszar zabudowany","Brak"
97749914,"Zderzenie pojazdów boczne","POMORSKIE","POWIAT LĘBORSKI","LĘBORK - OBSZAR MIEJSKI","LĘBORK ALEJA WOLNOŚCI 26","2013-04-18","17","Światło dzienne","Dobre warunki atmosferyczne","Jezdnia","Jednojezdniowa dwukierunkowa","50 km/h","Twarda","Sucha","Odcinek prosty","Brak","Jest","Brak","Obszar zabudowany","Brak"
97750302,"Inne","POMORSKIE","POWIAT PUCKI","PUCK - OBSZAR WIEJSKI","MRZEZINO GDYŃSKA","2013-04-20","18","Światło dzienne","Dobre warunki atmosferyczne","Jezdnia","Jednojezdniowa dwukierunkowa","50 km/h","Twarda","Sucha","Odcinek prosty","Brak","Nie ma","Brak","Obszar zabudowany","Brak"
97752015,"Zderzenie pojazdów boczne","POMORSKIE","POWIAT GDAŃSK","GDAŃSK - OBSZAR MIEJSKI","GDAŃSK OBWODOWA / SŁOWACKIEGO","2013-04-18","18","Światło dzienne","Dobre warunki atmosferyczne","Droga dla rowerzystów","Jednokierunkowa","40 km/h","Twarda","Sucha","Brak","Brak","Jest","Z drogą z pierwsz.","Obszar zabudowany","Brak"
97752724,"Zderzenie pojazdów boczne","POMORSKIE","POWIAT GDAŃSK","GDAŃSK - OBSZAR MIEJSKI","GDAŃSK GRUNWALDZKA 72","2013-04-22","18","Światło dzienne","Dobre warunki atmosferyczne","Chodnik, droga dla pieszych","Dwie jezdnie jednokierunkowe","50 km/h","Twarda","Sucha","Odcinek prosty","Brak","Jest","Brak","Obszar zabudowany","Brak"
97752883,"Zderzenie pojazdów boczne","POMORSKIE","POWIAT WEJHEROWSKI","WEJHEROWO - OBSZAR WIEJSKI","GOWINO DŁUGA 4","2013-04-22","07","Światło dzienne","Dobre warunki atmosferyczne","Jezdnia","Jednojezdniowa dwukierunkowa","50 km/h","Twarda","Sucha","Odcinek prosty","Brak","Nie ma","Brak","Obszar zabudowany","Brak"
97754589,"Zderzenie pojazdów czołowe","POMORSKIE","POWIAT GDAŃSK","GDAŃSK - OBSZAR MIEJSKI","GDAŃSK TORUŃSKA / PRZYOKOPOWA","2013-04-23","16","Światło dzienne","Dobre warunki atmosferyczne","Jezdnia","Jednojezdniowa dwukierunkowa","40 km/h","Twarda","Sucha","Brak","Brak","Nie ma","Z drogą z pierwsz.","Obszar zabudowany","Brak"
97755487,"Zderzenie pojazdów boczne","POMORSKIE","POWIAT GDAŃSK","GDAŃSK - OBSZAR MIEJSKI","GDAŃSK KARTUSKA / OTOMIŃSKA","2013-04-25","15","Światło dzienne","Dobre warunki atmosferyczne","Jezdnia","Dwie jezdnie jednokierunkowe","50 km/h","Twarda","Sucha","Brak","Jest, działa","Jest","Z drogą z pierwsz.","Obszar zabudowany","Brak"
97755626,"Zderzenie pojazdów czołowe","POMORSKIE","POWIAT GDAŃSK","GDAŃSK - OBSZAR MIEJSKI","GDAŃSK ŁOSTOWICKA 22A","2013-04-20","19","Światło dzienne","Dobre warunki atmosferyczne","Droga dla rowerzystów","Dwie jezdnie jednokierunkowe","50 km/h","Twarda","Sucha","Spadek","Brak","Jest","Brak","Obszar zabudowany","Brak"
97755789,"Zderzenie pojazdów tylne","POMORSKIE","POWIAT SOPOT","SOPOT - OBSZAR MIEJSKI","SOPOT MIKOŁAJA REJA 21","2013-04-23","14","Światło dzienne","Dobre warunki atmosferyczne","Jezdnia","Jednojezdniowa dwukierunkowa","50 km/h","Twarda","Sucha","Odcinek prosty","Brak","Nie ma","Brak","Obszar zabudowany","Brak"
97755929,"Najechanie na pojazd unieruchomiony","POMORSKIE","POWIAT CHOJNICKI","CZERSK - OBSZAR MIEJSKI","CZERSK STAROGARDZKA","2013-04-23","12","Światło dzienne","Dobre warunki atmosferyczne","Jezdnia","Jednojezdniowa dwukierunkowa","50 km/h","Twarda","Sucha","Odcinek prosty","Brak","Jest","Brak","Obszar zabudowany","Brak"
97756425,"Zderzenie pojazdów boczne","POMORSKIE","POWIAT BYTOWSKI","MIASTKO - OBSZAR WIEJSKI","DRETYŃ","2013-04-22","16","Światło dzienne","Dobre warunki atmosferyczne","Jezdnia","Jednojezdniowa dwukierunkowa","90 km/h","Twarda","Sucha","Wzniesienie","Brak","Jest","Brak","Obszar zabudowany","Brak"
97756606,"Wywrócenie się pojazdu","POMORSKIE","POWIAT GDYNIA","GDYNIA - OBSZAR MIEJSKI","GDYNIA LEGIONÓW / PARTYZANTÓW","2013-04-25","18","Światło dzienne","Dobre warunki atmosferyczne","Jezdnia","Jednojezdniowa dwukierunkowa","50 km/h","Twarda","Sucha","Brak","Brak","Jest","Z drogą z pierwsz.","Obszar zabudowany","Brak"
97757144,"Zderzenie pojazdów boczne","POMORSKIE","POWIAT GDYNIA","GDYNIA - OBSZAR MIEJSKI","GDYNIA ZAPOLSKIEJ / CHWASZCZYŃSKA","2013-04-28","17","Światło dzienne","Dobre warunki atmosferyczne","Droga dla rowerzystów","Jednojezdniowa dwukierunkowa","50 km/h","Twarda","Sucha","Brak","Brak","Jest","Z drogą z pierwsz.","Obszar zabudowany","Brak"
97759415,"Zderzenie pojazdów czołowe","POMORSKIE","POWIAT GDAŃSK","GDAŃSK - OBSZAR MIEJSKI","GDAŃSK JANA PAWŁA II / MEISSNERA","2013-04-25","10","Światło dzienne","Dobre warunki atmosferyczne","Jezdnia","Dwie jezdnie jednokierunkowe","50 km/h","Twarda","Sucha","Brak","Jest, działa","Jest","Z drogą z pierwsz.","Obszar zabudowany","Brak"
97759452,"Najechanie na pieszego","POMORSKIE","POWIAT GDAŃSK","GDAŃSK - OBSZAR MIEJSKI","GDAŃSK JANA Z KOLNA","2013-04-27","15","Światło dzienne","Dobre warunki atmosferyczne","Chodnik, droga dla pieszych","Jednojezdniowa dwukierunkowa","50 km/h","Twarda","Sucha","Odcinek prosty","Brak","Nie ma","Brak","Obszar zabudowany","Nieustalone"
97759509,"Zderzenie pojazdów czołowe","POMORSKIE","POWIAT GDAŃSK","GDAŃSK - OBSZAR MIEJSKI","GDAŃSK ŁAPIŃSKA 6","2013-04-28","14","Światło dzienne","Dobre warunki atmosferyczne","Jezdnia","Jednojezdniowa dwukierunkowa","30 km/h","Twarda","Sucha","Odcinek prosty","Brak","Nie ma","Brak","Obszar zabudowany","Brak"
97759516,"Zderzenie pojazdów boczne","POMORSKIE","POWIAT GDAŃSK","GDAŃSK - OBSZAR MIEJSKI","GDAŃSK GRUNWALDZKA 260","2013-04-27","14","Światło dzienne","Dobre warunki atmosferyczne","Droga dla rowerzystów","Dwie jezdnie jednokierunkowe","70 km/h","Twarda","Sucha","Odcinek prosty","Brak","Jest","Brak","Obszar zabudowany","Brak"
97759520,"Zderzenie pojazdów boczne","POMORSKIE","POWIAT GDAŃSK","GDAŃSK - OBSZAR MIEJSKI","GDAŃSK GRUNWALDZKA 260","2013-04-26","17","Światło dzienne","Dobre warunki atmosferyczne","Droga dla rowerzystów","Dwie jezdnie jednokierunkowe","50 km/h","Twarda","Sucha","Odcinek prosty","Brak","Jest","Brak","Obszar zabudowany","Brak"
97760822,"Zderzenie pojazdów tylne","POMORSKIE","POWIAT KARTUSKI","KARTUZY - OBSZAR WIEJSKI","KIEŁPINO / DŁUGĄ","2013-04-25","15","Światło dzienne","Dobre warunki atmosferyczne","Jezdnia","Jednojezdniowa dwukierunkowa","50 km/h","Twarda","Sucha","Brak","Brak","Jest","Z drogą z pierwsz.","Obszar zabudowany","Brak"
97761047,"Najechanie na pieszego","POMORSKIE","POWIAT PUCKI","PUCK - OBSZAR WIEJSKI","GNIEŻDŻEWO DWORCOWA","2013-04-29","19","Zmrok, świt","Pochmurno","Droga dla rowerzystów","Jednojezdniowa dwukierunkowa","50 km/h","Twarda","Mokra","Odcinek prosty","Brak","Nie ma","Brak","Obszar zabudowany","Brak"
97761434,"Zderzenie pojazdów tylne","POMORSKIE","POWIAT SŁUPSKI","POTĘGOWO - OBSZAR WIEJSKI","POTĘGOWO GŁUSZYŃSKA 1","2013-04-19","11","Światło dzienne","Dobre warunki atmosferyczne","Jezdnia","Jednojezdniowa dwukierunkowa","30 km/h","Twarda","Sucha","Zakręt, łuk","Brak","Nie ma","Brak","Obszar zabudowany","Brak"
97761458,"Zderzenie pojazdów boczne","POMORSKIE","POWIAT SŁUPSK","SŁUPSK - OBSZAR MIEJSKI","SŁUPSK WOLNOŚCI 3","2013-04-20","13","Światło dzienne","Dobre warunki atmosferyczne","Droga dla rowerzystów","Jednojezdniowa dwukierunkowa","50 km/h","Twarda","Sucha","Odcinek prosty","Brak","Jest","Brak","Obszar zabudowany","Brak"
97761467,"Zderzenie pojazdów boczne","POMORSKIE","POWIAT SŁUPSK","SŁUPSK - OBSZAR MIEJSKI","SŁUPSK SZCZECIŃSKA 60 / DUNIKOWSKIEGO","2013-04-21","17","Światło dzienne","Dobre warunki atmosferyczne","Przejście dla pieszych","Jednojezdniowa dwukierunkowa","50 km/h","Twarda","Sucha","Brak","Jest, działa","Jest","Z drogą z pierwsz.","Obszar zabudowany","Brak"
